VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
Drone1	1644860789971	-83.3456	27.1156	-24.3821	0.998753	0.00644895	0.0474727	-0.0140514	img_Drone1__0_1644860790495572800.png
Drone1	1644860790022	-83.9253	27.3035	-24.5348	0.998756	0.00636461	0.0474089	-0.0140721	img_Drone1__0_1644860790548070600.png
Drone1	1644860790073	-84.5055	27.4915	-24.6875	0.998759	0.00627244	0.0473647	-0.0140952	img_Drone1__0_1644860790598817200.png
Drone1	1644860790124	-85.0859	27.6796	-24.8403	0.99876	0.00622863	0.0473404	-0.0141227	img_Drone1__0_1644860790650261700.png
Drone1	1644860790178	-85.7008	27.8789	-25.0021	0.998764	0.00620475	0.0472431	-0.0141535	img_Drone1__0_1644860790703289200.png
Drone1	1644860790253	-86.5555	28.1558	-25.2268	0.998773	0.00616672	0.0470319	-0.0141992	img_Drone1__0_1644860790777505600.png
Drone1	1644860790325	-87.3765	28.4218	-25.4425	0.998779	0.00602503	0.0469177	-0.0142327	img_Drone1__0_1644860790850351700.png
Drone1	1644860790376	-87.9584	28.6103	-25.5954	0.998781	0.00595946	0.0468847	-0.0142558	img_Drone1__0_1644860790902044700.png
Drone1	1644860790430	-88.5749	28.81	-25.7572	0.998783	0.00588818	0.0468297	-0.0142783	img_Drone1__0_1644860790954992400.png
Drone1	1644860790481	-89.1574	28.9986	-25.9101	0.998786	0.00583378	0.0467722	-0.0142979	img_Drone1__0_1644860791007144800.png
Drone1	1644860790556	-90.0145	29.2762	-26.1349	0.99879	0.00575754	0.046684	-0.0143244	img_Drone1__0_1644860791080264700.png
Drone1	1644860790628	-90.8378	29.5428	-26.3507	0.998793	0.0057541	0.0466242	-0.0143484	img_Drone1__0_1644860791153503800.png
Drone1	1644860790679	-91.4213	29.7317	-26.5036	0.998795	0.00576045	0.0465802	-0.0143608	img_Drone1__0_1644860791205099700.png
Drone1	1644860790736	-92.0738	29.9429	-26.6745	0.998796	0.00569819	0.046558	-0.0143673	img_Drone1__0_1644860791260657100.png
Drone1	1644860790817	-93.0015	30.2432	-26.9174	0.998801	0.00564202	0.0464531	-0.014374	img_Drone1__0_1644860791340118800.png
Drone1	1644860790871	-93.6203	30.4435	-27.0793	0.998805	0.00559889	0.0463745	-0.0143758	img_Drone1__0_1644860791398370900.png
Drone1	1644860790922	-94.205	30.6326	-27.2322	0.998807	0.00554997	0.0463388	-0.0143751	img_Drone1__0_1644860791449001800.png
Drone1	1644860790973	-94.7899	30.8219	-27.3852	0.99881	0.00551129	0.0462755	-0.014374	img_Drone1__0_1644860791499381100.png
Drone1	1644860791024	-95.375	31.0112	-27.5381	0.998814	0.00547075	0.0461911	-0.0143722	img_Drone1__0_1644860791549944300.png
Drone1	1644860791075	-95.9603	31.2005	-27.6911	0.998818	0.00540775	0.04611	-0.0143673	img_Drone1__0_1644860791600703400.png
Drone1	1644860791126	-96.5459	31.3899	-27.8441	0.998823	0.00536468	0.0460179	-0.0143603	img_Drone1__0_1644860791652417200.png
Drone1	1644860791180	-97.1661	31.5904	-28.0061	0.998828	0.00530139	0.045928	-0.0143478	img_Drone1__0_1644860791706361800.png
Drone1	1644860791234	-97.7866	31.791	-28.1682	0.998832	0.00523219	0.0458387	-0.0143321	img_Drone1__0_1644860791758366200.png
Drone1	1644860791306	-98.6142	32.0586	-28.3843	0.998836	0.00518115	0.0457727	-0.0143046	img_Drone1__0_1644860791831385900.png
Drone1	1644860791357	-99.2007	32.2481	-28.5374	0.99884	0.00516345	0.0456994	-0.0142815	img_Drone1__0_1644860791883610300.png
Drone1	1644860791429	-100.029	32.5157	-28.7536	0.998843	0.00517823	0.0456328	-0.0142457	img_Drone1__0_1644860791954229100.png
Drone1	1644860791480	-100.616	32.7053	-28.9068	0.998846	0.00518941	0.0455817	-0.0142161	img_Drone1__0_1644860792004297300.png
Drone1	1644860791528	-101.168	32.8838	-29.051	0.998848	0.00521157	0.0455378	-0.0141872	img_Drone1__0_1644860792054814600.png
Drone1	1644860791579	-101.756	33.0735	-29.2043	0.998848	0.00518141	0.0455494	-0.0141529	img_Drone1__0_1644860792105059400.png
Drone1	1644860791651	-102.585	33.3413	-29.4206	0.99885	0.00513899	0.0455403	-0.0141038	img_Drone1__0_1644860792177506400.png
Drone1	1644860791702	-103.173	33.531	-29.5738	0.99885	0.0051436	0.0455372	-0.0140705	img_Drone1__0_1644860792227834600.png
Drone1	1644860791753	-103.76	33.7208	-29.7271	0.998852	0.00515274	0.0455145	-0.01404	img_Drone1__0_1644860792278730000.png
Drone1	1644860791804	-104.348	33.9106	-29.8804	0.998853	0.0051563	0.0454881	-0.0140108	img_Drone1__0_1644860792328775000.png
Drone1	1644860791852	-104.902	34.0892	-30.0246	0.998855	0.00516527	0.0454627	-0.0139855	img_Drone1__0_1644860792378791100.png
Drone1	1644860791927	-105.767	34.3684	-30.25	0.99886	0.00513387	0.045357	-0.0139495	img_Drone1__0_1644860792450987200.png
Drone1	1644860791975	-106.321	34.5471	-30.3943	0.998863	0.00510715	0.045313	-0.0139279	img_Drone1__0_1644860792501864600.png
Drone1	1644860792047	-107.152	34.8152	-30.6107	0.998869	0.00505213	0.0451897	-0.0138998	img_Drone1__0_1644860792572928600.png
Drone1	1644860792095	-107.706	34.994	-30.755	0.998873	0.00502506	0.0451158	-0.0138841	img_Drone1__0_1644860792622080000.png
Drone1	1644860792167	-108.538	35.2622	-30.9714	0.998879	0.00496212	0.0449911	-0.013864	img_Drone1__0_1644860792693805700.png
Drone1	1644860792218	-109.127	35.4521	-31.1243	0.998882	0.00491991	0.0449246	-0.0138515	img_Drone1__0_1644860792743668900.png
Drone1	1644860792290	-109.959	35.7203	-31.3385	0.998876	0.00486481	0.0450644	-0.013836	img_Drone1__0_1644860792815533300.png
Drone1	1644860792362	-110.791	35.9886	-31.5533	0.998873	0.0047816	0.0451631	-0.0138157	img_Drone1__0_1644860792887259500.png
Drone1	1644860792410	-111.346	36.1674	-31.6968	0.998874	0.00477467	0.0451294	-0.0138041	img_Drone1__0_1644860792936318000.png
Drone1	1644860792482	-112.178	36.4356	-31.9123	0.998881	0.00477488	0.0449952	-0.013791	img_Drone1__0_1644860793007560300.png
Drone1	1644860792554	-113.011	36.7039	-32.1281	0.998886	0.00476508	0.0448893	-0.0137826	img_Drone1__0_1644860793080439600.png
Drone1	1644860792605	-113.601	36.8939	-32.281	0.99889	0.00483149	0.0447711	-0.0137834	img_Drone1__0_1644860793129902000.png
Drone1	1644860792653	-114.157	37.0728	-32.4251	0.998893	0.00487204	0.0447088	-0.0137861	img_Drone1__0_1644860793179521900.png
Drone1	1644860792725	-114.99	37.3411	-32.6413	0.998894	0.00481353	0.0446976	-0.0137874	img_Drone1__0_1644860793251377000.png
Drone1	1644860792776	-115.58	37.5312	-32.7946	0.998892	0.00474645	0.0447455	-0.0137887	img_Drone1__0_1644860793301569700.png
Drone1	1644860792824	-116.136	37.7101	-32.9388	0.998894	0.00469246	0.0447137	-0.0137911	img_Drone1__0_1644860793350825400.png
Drone1	1644860792875	-116.727	37.9002	-33.0921	0.998899	0.00465578	0.0445976	-0.0137947	img_Drone1__0_1644860793399811400.png
Drone1	1644860792944	-117.526	38.1573	-33.2996	0.998902	0.00468156	0.0445249	-0.0138015	img_Drone1__0_1644860793471254300.png
Drone1	1644860792995	-118.117	38.3474	-33.453	0.998902	0.00471735	0.0445189	-0.0138076	img_Drone1__0_1644860793521738800.png
Drone1	1644860793067	-118.951	38.6157	-33.6696	0.9989	0.0047624	0.0445495	-0.0138149	img_Drone1__0_1644860793593604600.png
Drone1	1644860793136	-119.751	38.8729	-33.8772	0.998896	0.00473259	0.0446581	-0.0138177	img_Drone1__0_1644860793662737900.png
Drone1	1644860793187	-120.342	39.063	-34.0306	0.998894	0.00474796	0.0446869	-0.0138197	img_Drone1__0_1644860793713105900.png
Drone1	1644860793235	-120.899	39.2419	-34.1741	0.998892	0.00475389	0.0447271	-0.0138207	img_Drone1__0_1644860793761982200.png
Drone1	1644860793289	-121.525	39.4431	-34.3349	0.998884	0.00477292	0.0449188	-0.0138205	img_Drone1__0_1644860793815796600.png
Drone1	1644860793298	-121.629	39.4767	-34.3617	0.998883	0.00477724	0.0449332	-0.0138204	img_Drone1__0_1644860793817071800.png
Drone1	1644860793388	-122.673	39.8121	-34.6304	0.998881	0.00482793	0.0449643	-0.0138193	img_Drone1__0_1644860793915037500.png
Drone1	1644860793442	-123.299	40.0134	-34.792	0.998884	0.00483797	0.0449026	-0.0138174	img_Drone1__0_1644860793966768500.png
Drone1	1644860793511	-124.1	40.2707	-34.9987	0.998892	0.00485754	0.0447229	-0.0138158	img_Drone1__0_1644860794035908300.png
Drone1	1644860793562	-124.692	40.4608	-35.1516	0.998901	0.00491666	0.0445251	-0.0138153	img_Drone1__0_1644860794086978400.png
Drone1	1644860793610	-125.249	40.6398	-35.2956	0.998908	0.00495124	0.0443555	-0.0138098	img_Drone1__0_1644860794137554700.png
Drone1	1644860793682	-126.085	40.9082	-35.5118	0.998916	0.00502345	0.0441675	-0.013801	img_Drone1__0_1644860794208606100.png
Drone1	1644860793733	-126.677	41.0984	-35.665	0.998921	0.00509069	0.0440455	-0.0137934	img_Drone1__0_1644860794259473700.png
Drone1	1644860793781	-127.234	41.2775	-35.8093	0.998926	0.00514507	0.0439355	-0.0137833	img_Drone1__0_1644860794308104000.png
Drone1	1644860793832	-127.827	41.4677	-35.9627	0.99893	0.00515128	0.0438504	-0.0137692	img_Drone1__0_1644860794358007000.png
Drone1	1644860793883	-128.419	41.658	-36.1161	0.998932	0.00516149	0.0438128	-0.0137514	img_Drone1__0_1644860794409934500.png
Drone1	1644860793934	-129.012	41.8482	-36.2696	0.998931	0.00518192	0.0438349	-0.0137318	img_Drone1__0_1644860794460111400.png
Drone1	1644860794003	-129.813	42.1057	-36.4773	0.998929	0.005277	0.043869	-0.0137086	img_Drone1__0_1644860794530195300.png
Drone1	1644860794054	-130.406	42.2961	-36.6309	0.998931	0.00531135	0.0438418	-0.0136907	img_Drone1__0_1644860794579229300.png
Drone1	1644860794105	-130.998	42.4865	-36.7844	0.998931	0.00531698	0.043833	-0.0136715	img_Drone1__0_1644860794629577500.png
Drone1	1644860794174	-131.8	42.7441	-36.9923	0.998934	0.00532563	0.043775	-0.0136486	img_Drone1__0_1644860794699067300.png
Drone1	1644860794222	-132.357	42.9234	-37.136	0.998936	0.00530733	0.0437419	-0.0136357	img_Drone1__0_1644860794749081800.png
Drone1	1644860794273	-132.95	43.1138	-37.288	0.99893	0.00525645	0.0438754	-0.0136242	img_Drone1__0_1644860794798945400.png
Drone1	1644860794342	-133.751	43.3716	-37.4941	0.998924	0.00517432	0.04403	-0.013616	img_Drone1__0_1644860794869159600.png
Drone1	1644860794417	-134.623	43.6518	-37.7186	0.998926	0.00511353	0.044003	-0.0136196	img_Drone1__0_1644860794942501500.png
Drone1	1644860794468	-135.216	43.8424	-37.8714	0.998927	0.00512225	0.0439711	-0.0136291	img_Drone1__0_1644860794994279600.png
Drone1	1644860794516	-135.774	44.0218	-38.0154	0.998927	0.00514724	0.0439497	-0.0136412	img_Drone1__0_1644860795045566800.png
Drone1	1644860794573	-136.436	44.2348	-38.1865	0.998928	0.00517732	0.0439365	-0.0136565	img_Drone1__0_1644860795105066300.png
Drone1	1644860794645	-137.273	44.504	-38.4028	0.998927	0.00519672	0.0439469	-0.0136765	img_Drone1__0_1644860795176198000.png
Drone1	1644860794696	-137.866	44.6947	-38.5561	0.998927	0.00523464	0.0439298	-0.0136934	img_Drone1__0_1644860795227743500.png
Drone1	1644860794747	-138.459	44.8854	-38.7095	0.998929	0.0052576	0.0438829	-0.0137105	img_Drone1__0_1644860795278401000.png
Drone1	1644860794819	-139.297	45.1547	-38.9261	0.998929	0.00534496	0.0438519	-0.013736	img_Drone1__0_1644860795348851800.png
Drone1	1644860794870	-139.89	45.3455	-39.0795	0.99893	0.00538493	0.0438371	-0.013753	img_Drone1__0_1644860795400057400.png
Drone1	1644860794921	-140.483	45.5363	-39.233	0.998929	0.00540414	0.0438485	-0.0137682	img_Drone1__0_1644860795450831400.png
Drone1	1644860794969	-141.041	45.7159	-39.3775	0.998928	0.00540327	0.0438597	-0.0137815	img_Drone1__0_1644860795501412000.png
Drone1	1644860795041	-141.879	45.9854	-39.5942	0.998928	0.00543452	0.0438514	-0.0138051	img_Drone1__0_1644860795570906300.png
Drone1	1644860795092	-142.472	46.1764	-39.7477	0.998925	0.00548877	0.0439076	-0.0138255	img_Drone1__0_1644860795622020500.png
Drone1	1644860795143	-143.065	46.3674	-39.9012	0.998922	0.00553563	0.0439639	-0.0138488	img_Drone1__0_1644860795673607400.png
Drone1	1644860795212	-143.868	46.6258	-40.1083	0.998916	0.00553031	0.0440838	-0.013879	img_Drone1__0_1644860795744276100.png
Drone1	1644860795263	-144.461	46.8169	-40.2601	0.998912	0.00551424	0.0441737	-0.0139022	img_Drone1__0_1644860795795331500.png
Drone1	1644860795317	-145.09	47.0192	-40.4211	0.998905	0.00548661	0.0443216	-0.0139248	img_Drone1__0_1644860795848747700.png
Drone1	1644860795371	-145.718	47.2216	-40.5824	0.998902	0.00542684	0.0444016	-0.0139445	img_Drone1__0_1644860795902795300.png
Drone1	1644860795419	-146.277	47.4016	-40.726	0.998902	0.00538508	0.0443834	-0.0139625	img_Drone1__0_1644860795951081800.png
Drone1	1644860795470	-146.87	47.5928	-40.8787	0.998904	0.00536358	0.0443427	-0.0139816	img_Drone1__0_1644860796000543900.png
Drone1	1644860795524	-147.499	47.7953	-41.0405	0.998905	0.00534212	0.0443116	-0.0140001	img_Drone1__0_1644860796052705500.png
Drone1	1644860795578	-148.127	47.9979	-41.2025	0.998909	0.00533693	0.0442297	-0.0140154	img_Drone1__0_1644860796110581200.png
Drone1	1644860795635	-148.791	48.2117	-41.3736	0.998915	0.00538445	0.0440879	-0.0140314	img_Drone1__0_1644860796165376600.png
Drone1	1644860795683	-149.35	48.3918	-41.5177	0.998918	0.00543491	0.044001	-0.0140449	img_Drone1__0_1644860796213338700.png
Drone1	1644860795752	-150.153	48.6508	-41.725	0.998922	0.00548983	0.0439004	-0.0140604	img_Drone1__0_1644860796284120500.png
Drone1	1644860795803	-150.747	48.8422	-41.8783	0.998922	0.00552853	0.0438919	-0.0140687	img_Drone1__0_1644860796333578100.png
Drone1	1644860795851	-151.307	49.0225	-42.0226	0.998921	0.00552824	0.0439215	-0.0140752	img_Drone1__0_1644860796383726700.png
Drone1	1644860795923	-152.145	49.2929	-42.2391	0.998917	0.00550701	0.0440018	-0.0140832	img_Drone1__0_1644860796453766000.png
Drone1	1644860795974	-152.739	49.4845	-42.3925	0.998915	0.00547629	0.044046	-0.0140856	img_Drone1__0_1644860796503723100.png
Drone1	1644860796043	-153.543	49.7438	-42.5998	0.998917	0.00539985	0.0440219	-0.0140854	img_Drone1__0_1644860796573550700.png
Drone1	1644860796094	-154.137	49.9354	-42.7516	0.998919	0.00537818	0.043978	-0.0140833	img_Drone1__0_1644860796624295200.png
Drone1	1644860796142	-154.696	50.1158	-42.8925	0.998914	0.00539684	0.044087	-0.0140801	img_Drone1__0_1644860796672141000.png
Drone1	1644860796220	-155.604	50.4089	-43.1158	0.998896	0.00546378	0.0444924	-0.014072	img_Drone1__0_1644860796751527400.png
Drone1	1644860796274	-156.232	50.6118	-43.2655	0.99888	0.00550316	0.0448314	-0.0140662	img_Drone1__0_1644860796805551600.png
Drone1	1644860796325	-156.825	50.8035	-43.4025	0.998865	0.00556941	0.0451748	-0.0140615	img_Drone1__0_1644860796857773300.png
Drone1	1644860796379	-157.452	51.0064	-43.5426	0.998844	0.00564877	0.0456163	-0.0140549	img_Drone1__0_1644860796910573200.png
Drone1	1644860796436	-158.114	51.2206	-43.6847	0.998819	0.00572281	0.0461496	-0.0140461	img_Drone1__0_1644860796968940400.png
Drone1	1644860796484	-158.671	51.4009	-43.7993	0.998799	0.00585771	0.0465847	-0.014039	img_Drone1__0_1644860797017214700.png
Drone1	1644860796535	-159.263	51.5924	-43.9159	0.99878	0.00597719	0.0469716	-0.0140286	img_Drone1__0_1644860797065866800.png
Drone1	1644860796604	-160.063	51.8516	-44.0652	0.998762	0.00615344	0.0473409	-0.0140096	img_Drone1__0_1644860797135817000.png
Drone1	1644860796673	-160.862	52.1108	-44.2045	0.998745	0.00625585	0.0476789	-0.0139794	img_Drone1__0_1644860797205653300.png
Drone1	1644860796751	-161.765	52.4038	-44.3499	0.998724	0.00632777	0.0481198	-0.0139358	img_Drone1__0_1644860797283687800.png
Drone1	1644860796805	-162.39	52.6066	-44.443	0.998713	0.00633491	0.0483646	-0.0138998	img_Drone1__0_1644860797335781400.png
Drone1	1644860796853	-162.945	52.7869	-44.5206	0.998704	0.0063547	0.0485488	-0.0138666	img_Drone1__0_1644860797386769100.png
Drone1	1644860796922	-163.743	53.0462	-44.6239	0.998695	0.00646198	0.0487327	-0.0138208	img_Drone1__0_1644860797453780000.png
Drone1	1644860796988	-164.505	53.2942	-44.7135	0.998688	0.00659538	0.0488734	-0.0137761	img_Drone1__0_1644860797521477500.png
Drone1	1644860797039	-165.094	53.4858	-44.7769	0.998685	0.00659326	0.0489586	-0.0137366	img_Drone1__0_1644860797570648000.png
Drone1	1644860797108	-165.89	53.7451	-44.8546	0.998681	0.00652812	0.0490546	-0.0136797	img_Drone1__0_1644860797641329600.png
Drone1	1644860797159	-166.478	53.9368	-44.9063	0.998681	0.00647018	0.0490858	-0.0136387	img_Drone1__0_1644860797690243200.png
Drone1	1644860797207	-167.032	54.1172	-44.9506	0.998682	0.00643932	0.0490731	-0.0136032	img_Drone1__0_1644860797740388500.png
Drone1	1644860797258	-167.62	54.309	-44.9933	0.998683	0.00644477	0.0490642	-0.0135703	img_Drone1__0_1644860797789855700.png
Drone1	1644860797330	-168.45	54.5797	-45.046	0.998687	0.00644356	0.048978	-0.0135274	img_Drone1__0_1644860797862137600.png
