VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
Drone1	1644860789149	-74.0531	24.104	-21.9251	0.998671	0.00740172	0.048978	-0.0142314	img_Drone1__0_1644860789672923200.png
Drone1	1644860789200	-74.6264	24.2898	-22.0774	0.998671	0.00735357	0.0489918	-0.014203	img_Drone1__0_1644860789725694700.png
Drone1	1644860789257	-75.2678	24.4976	-22.2476	0.998673	0.00734425	0.0489636	-0.0141728	img_Drone1__0_1644860789780772400.png
Drone1	1644860789332	-76.1124	24.7713	-22.4716	0.998677	0.00734772	0.0488966	-0.0141369	img_Drone1__0_1644860789857337900.png
Drone1	1644860789386	-76.7212	24.9686	-22.6329	0.998683	0.00724748	0.0488012	-0.0141103	img_Drone1__0_1644860789909293800.png
Drone1	1644860789437	-77.2966	25.1551	-22.7853	0.998688	0.00714034	0.0487128	-0.0140864	img_Drone1__0_1644860789961834400.png
Drone1	1644860789491	-77.9063	25.3528	-22.9466	0.998693	0.00706772	0.0486267	-0.0140659	img_Drone1__0_1644860790014711900.png
Drone1	1644860789545	-78.5165	25.5505	-23.1079	0.998696	0.00697458	0.0485786	-0.0140455	img_Drone1__0_1644860790068342600.png
Drone1	1644860789602	-79.1611	25.7594	-23.2783	0.998701	0.00689483	0.0484889	-0.0140293	img_Drone1__0_1644860790125609800.png
Drone1	1644860789659	-79.8062	25.9685	-23.4487	0.998711	0.00682667	0.0483097	-0.0140163	img_Drone1__0_1644860790182591900.png
Drone1	1644860789710	-80.3838	26.1557	-23.6012	0.998719	0.00676882	0.0481561	-0.0140077	img_Drone1__0_1644860790234252500.png
Drone1	1644860789761	-80.9618	26.3431	-23.7537	0.998726	0.00671631	0.0480049	-0.0140054	img_Drone1__0_1644860790286351900.png
Drone1	1644860789815	-81.5742	26.5415	-23.9152	0.998734	0.00668326	0.0478476	-0.0140102	img_Drone1__0_1644860790338234800.png
Drone1	1644860789866	-82.1529	26.7291	-24.0678	0.99874	0.00663689	0.047723	-0.0140197	img_Drone1__0_1644860790391919400.png
Drone1	1644860789920	-82.7661	26.9278	-24.2294	0.998746	0.00657064	0.0475974	-0.0140352	img_Drone1__0_1644860790443739600.png
